tradedate,ticker,open,close,high,low,volume,openinterest
2019-08-16,600519,1065.3874959735974,1070.2179886970928,1091.5086898187174,1056.4165809156777,3608673.0000000005,0
2019-08-19,600519,1076.7127688295236,1071.5169447235792,1085.8257572028404,1064.5857965510006,3286758.0,0
2019-08-20,600519,1070.62391245537,1085.8460533907544,1089.580551966902,1065.5498654769083,2860213.0,0
2019-08-21,600519,1085.9475343303234,1081.786815807985,1092.9192748787295,1077.3825430306806,2506662.0,0
2019-08-22,600519,1088.8803334838742,1120.3495728442922,1120.3495728442922,1085.8460533907544,3759078.0,0
2019-08-23,600519,1121.3643822399845,1146.836098071861,1150.3473385809564,1111.8454701083906,4019230.0000000005,0
2019-08-26,600519,1129.482857405523,1119.2840229788153,1144.7049983409074,1112.9211680678247,4849789.0,0
2019-08-27,600519,1133.542094988292,1125.4236198227538,1148.0640174406487,1125.4236198227538,5216421.0,0
2019-08-28,600519,1125.4236198227538,1116.401964295049,1139.8237651476275,1099.048723628711,4700967.0,0
2019-08-29,600519,1121.3643822399845,1129.584338345092,1134.739570075209,1108.679264793831,2933042.0,0
2019-08-30,600519,1141.6605701538303,1158.9123298805994,1162.9715674633687,1139.6309513624458,4489077.0,0
2019-09-02,600519,1156.8725629952578,1155.6243474385565,1161.9364618797624,1145.7198077365995,2823433.0,0
2019-09-03,600519,1156.8827110892148,1156.8827110892148,1168.065910629744,1145.273291602495,2948509.0,0
2019-09-04,600519,1157.6945586057684,1141.6707182477874,1159.8358064306797,1136.698152208895,3360022.0,0
2019-09-05,600519,1145.7198077365995,1160.941948671984,1161.8552771281072,1144.7049983409074,3293083.9999999995,0
2019-09-06,600519,1161.4493533698303,1159.4095864844887,1163.1237888727226,1147.7494265279843,2617659.0,0
2019-09-09,600519,1161.9567580676762,1153.3511743922056,1165.001186254753,1151.8086641107534,2937934.0,0
2019-09-10,600519,1151.0982975337688,1140.4935393487842,1151.8086641107534,1136.5966712693257,2622707.0,0
2019-09-11,600519,1135.7949718467291,1085.358944880822,1136.5560788934981,1083.8164345993698,8171653.999999999,0
2019-09-12,600519,1081.786815807985,1115.2755258658308,1126.4181330305323,1081.786815807985,4121133.0,0
2019-09-16,600519,1099.038575534754,1115.2755258658308,1120.2988323745076,1099.038575534754,3137180.0,0
2019-09-17,600519,1110.2014788873694,1110.2116269813262,1123.0489658368338,1103.0978131175234,2519693.0,0
2019-09-18,600519,1124.9162151249075,1165.9145147108763,1167.0308050461379,1124.5914761182862,6931447.0,0
2019-09-19,600519,1165.001186254753,1161.9567580676762,1167.0308050461379,1153.939763841707,2447980.0,0
2019-09-20,600519,1168.04561444183,1174.5606907621748,1177.1788990030607,1164.5851144025194,3762666.0000000005,0
2019-09-23,600519,1174.1344708159838,1166.0159956504456,1174.1344708159838,1147.7494265279843,3002633.0,0
2019-09-24,600519,1172.1048520245993,1201.534324499676,1202.447652955799,1169.0604238375224,3626913.0,0
2019-09-25,600519,1197.4750869169065,1191.3862305427529,1206.4764462566973,1187.8343976578296,2402458.0,0
2019-09-26,600519,1192.3401513747035,1184.2825647729067,1200.8746983924757,1175.9712758221867,2608194.0,0
2019-09-27,600519,1181.2381365858298,1192.147337589522,1200.5195151039834,1170.0752332332147,2282661.0,0
2019-09-30,600519,1180.2233271901375,1167.0308050461379,1186.748551604439,1167.0308050461379,3082514.0,0
2019-10-08,600519,1170.0752332332147,1184.384045712476,1197.4750869169065,1169.0705719314792,3104527.0,0
2019-10-09,600519,1183.4707172563528,1163.7935630738793,1183.4707172563528,1151.859404580538,3578857.0,0
2019-10-10,600519,1143.6901889452151,1172.1048520245993,1176.09305294967,1125.4439160106676,4117370.0,0
2019-10-11,600519,1174.1344708159838,1191.9951161801682,1192.4010399384451,1169.2735338106177,2868925.0,0
2019-10-14,600519,1203.5639432910602,1197.4750869169065,1205.2485268879097,1187.3269929599835,2718751.0,0
2019-10-15,600519,1197.4750869169065,1228.9341781833677,1233.6834861552077,1194.4611030117005,4003473.0000000005,0
2019-10-16,600519,1185.2973741685992,1187.3269929599835,1205.0861573845987,1177.1788990030607,5915059.0,0
2019-10-17,600519,1193.4158493341374,1200.8544022045617,1204.2337174922172,1179.7159224922914,3050870.0,0
2019-10-18,600519,1196.4602775212143,1193.202739361042,1207.6130327798726,1189.0420208387038,2829161.0,0
2019-10-21,600519,1189.2145384359712,1185.804778866445,1196.3587965816453,1180.5277700088452,2527467.0,0
2019-10-22,600519,1195.445468125522,1188.1388404765376,1198.997301010445,1181.1265075523038,1930943.0,0
2019-10-23,600519,1185.2973741685992,1176.0727567617562,1195.445468125522,1173.2312904538176,2308021.0,0
2019-10-24,600519,1182.2022055117377,1167.3048035829747,1183.2677553772144,1164.1487463623716,2617844.0,0
2019-10-25,600519,1170.3796760519224,1188.696985644168,1189.8640164492144,1159.9575835581625,2599845.0,0
2019-10-28,600519,1183.2779034711714,1195.7397628502729,1198.5000444065558,1182.2529459815223,2248599.0,0
2019-10-29,600519,1198.6015253461248,1210.6676090609064,1217.7306824549248,1195.212061964513,2780371.0,0
2019-10-30,600519,1207.6231808738296,1201.3313626205372,1210.3631662421988,1193.4158493341374,2125475.0,0
2019-10-31,600519,1213.7120372479833,1197.4852350108633,1215.7416560393679,1193.5680707434913,2590927.0,0
2019-11-01,600519,1198.489896312599,1202.549133895368,1209.6020591954295,1189.8640164492144,2281196.0,0
2019-11-04,600519,1207.6231808738296,1217.3552029785185,1227.9092206937185,1206.608371478137,2673798.0,0
2019-11-05,600519,1217.2638701329063,1216.7564654350601,1222.8453218092138,1209.6527996652142,2225472.0,0
2019-11-06,600519,1214.7268466436753,1210.6676090609064,1221.8305124135215,1206.4865943506543,1973751.0,0
2019-11-07,600519,1214.2295900397864,1219.1615637028508,1219.6791164946542,1206.608371478137,1616788.0,0
2019-11-08,600519,1222.8453218092138,1222.8453218092138,1233.6530418733369,1219.3036370182479,2451211.0,0
2019-11-11,600519,1219.293488924291,1216.7564654350601,1224.0630930840448,1211.1851618527096,1734246.0,0
2019-11-12,600519,1221.8305124135215,1219.39496986386,1227.5134450293986,1215.954766012463,1915055.0,0
2019-11-13,600519,1224.8749406005984,1242.1267003273674,1245.9829760309983,1217.7712748307526,3197704.0,0
2019-11-14,600519,1245.1711285144445,1248.2155567015213,1258.3636506584442,1240.097081535983,2352112.0,0
2019-11-15,600519,1248.2155567015213,1243.0400287834907,1251.168652042986,1239.5896768381367,1634072.0,0
2019-11-18,600519,1243.2632868505427,1245.4552751452384,1247.6574115338906,1236.0378439532137,1803766.0,0
2019-11-19,600519,1246.1859379101368,1250.5699144995272,1259.9974937855088,1243.1618059109735,2062375.0,0
2019-11-20,600519,1248.2155567015213,1252.0210919353674,1257.866394054555,1246.2468264738782,1528053.0,0
2019-11-21,600519,1249.2303660972136,1249.534808915921,1253.8071564717857,1239.1431607040322,1918739.0,0
2019-11-22,600519,1241.1118909316751,1211.6824184565985,1247.2007473058288,1202.549133895368,4705428.0,0
2019-11-25,600519,1205.6443025522294,1199.5655942720325,1211.6824184565985,1189.41750031511,3828175.0,0
2019-11-26,600519,1204.2540136801313,1202.549133895368,1216.3505416767832,1200.5195151039834,4023961.0,0
2019-11-27,600519,1210.464647181768,1207.572440404045,1214.3412190733122,1202.0518772914788,1984881.0,0
2019-11-28,600519,1212.6667835704202,1193.2128874549987,1215.2443994354785,1186.3324797522052,2884499.0,0
2019-11-29,600519,1182.7603506793682,1145.7198077365995,1182.7603506793682,1129.371228371997,8239732.000000001,0
2019-12-02,600519,1134.7598662631228,1149.7790453193688,1156.9030072771286,1134.7598662631228,3078441.0,0
2019-12-03,600519,1149.7790453193688,1134.5569043839844,1149.7790453193688,1134.2930539411043,2734093.0,0
2019-12-04,600519,1156.8827110892148,1138.951029067332,1161.611722873141,1134.5569043839844,3528308.0,0
2019-12-05,600519,1141.6605701538303,1146.5316552531533,1148.7743840176336,1134.5569043839844,2133879.0,0
2019-12-06,600519,1152.7930292245749,1187.3269929599835,1187.3269929599835,1146.836098071861,3950626.0,0
2019-12-09,600519,1192.4010399384451,1175.8596467886607,1193.4158493341374,1173.2211423598606,2182412.0,0
2019-12-10,600519,1176.7729752447835,1181.644060344107,1182.2529459815223,1168.04561444183,1508658.0,0
2019-12-11,600519,1185.2973741685992,1176.1437934194546,1188.0881000067527,1172.66299719223,1456799.0,0
2019-12-12,600519,1173.1196614202915,1153.838282902138,1177.118010439319,1146.8158018839472,2940916.0,0
2019-12-13,600519,1162.9715674633687,1180.2233271901375,1182.2529459815223,1162.9715674633687,3000059.0,0
2019-12-16,600519,1180.2233271901375,1164.9200015030979,1180.2233271901375,1154.7922037340886,3093642.0,0
2019-12-17,600519,1166.7263622274302,1187.3066967720697,1190.9803067844757,1159.9575835581625,4261696.0,0
2019-12-18,600519,1191.3862305427529,1185.2973741685992,1192.6040018175838,1181.2381365858298,1964009.0,0
2019-12-19,600519,1180.2233271901375,1174.5403945742607,1180.2233271901375,1169.0604238375224,1955230.0,0
2019-12-20,600519,1179.39118348567,1163.2760102820762,1179.39118348567,1158.4049251827532,2356384.0,0
2019-12-23,600519,1155.8679016935225,1166.320438469153,1179.7159224922914,1152.8234735064457,2591918.0,0
2019-12-24,600519,1170.0752332332147,1165.001186254753,1172.1048520245993,1161.9567580676762,1182310.0,0
2019-12-25,600519,1159.9271392762917,1150.4894118963534,1159.9271392762917,1146.7447652262488,2430597.0,0
2019-12-26,600519,1148.7642359236763,1151.9101450503226,1158.8920336926856,1136.5763750814122,2287727.0,0
2019-12-27,600519,1167.0308050461379,1180.2233271901375,1189.356611751368,1167.0308050461379,4706628.0,0
2019-12-30,600519,1187.5299548391222,1203.3609814119218,1213.204632550137,1187.5299548391222,4076066.0000000005,0
2019-12-31,600519,1200.5195151039834,1200.5195151039834,1205.5935620824448,1193.9334021259406,2258881.0,0
2020-01-02,600519,1144.7049983409074,1146.734617132292,1162.0176466314178,1132.5272855925998,14809916.0,0
2020-01-03,600519,1133.542094988292,1094.5328218178802,1133.542094988292,1092.8482382210311,13031878.0,0
2020-01-06,600519,1086.7187894710496,1093.9543804623356,1109.0851885521079,1083.106068022385,6341478.0,0
2020-01-07,600519,1093.4571238584465,1110.739327867086,1115.2755258658308,1092.340833523185,4785359.0,0
2020-01-08,600519,1101.1189347959232,1104.2546958286125,1111.7236929809078,1098.6123555885633,2500825.0,0
2020-01-09,600519,1110.2014788873694,1119.0303206298925,1121.7601579043046,1106.1422413046002,3740587.0000000005,0
2020-01-10,600519,1125.4236198227538,1128.9754527076766,1132.517137498643,1118.8273587507538,3597587.0000000005,0
2020-01-13,600519,1128.9754527076766,1140.919759294975,1145.9227696157382,1128.4680480098307,3851575.0,0
2020-01-14,600519,1140.8487226372768,1123.7999247896462,1141.5489411203043,1119.3347634486,3514465.0,0
2020-01-15,600519,1125.4337679167106,1128.5999732312707,1138.2102182084766,1121.3643822399845,2602911.0,0
2020-01-16,600519,1135.4397885582366,1123.394001031369,1135.4397885582366,1118.9085435024092,2319165.0,0
2020-01-17,600519,1126.4384292184461,1123.9014057292154,1129.2595993384705,1117.3152927511721,2347275.0,0
2020-01-20,600519,1128.3259746944336,1107.1570507002925,1128.3259746944336,1098.0237661390618,3539130.0000000005,0
2020-01-21,600519,1097.0089567433695,1091.2245431879235,1103.0978131175234,1088.1801150008464,3287405.0000000005,0
2020-01-22,600519,1085.8460533907544,1091.437653161019,1100.0533849304463,1071.009540025733,3620004.0,0
2020-01-23,600519,1091.934909764908,1068.3913317848467,1091.934909764908,1052.3573433329086,5346843.0,0
2020-02-03,600519,999.5872547569093,1018.7874485234075,1025.6475600382873,994.5132077784477,12344288.0,0
2020-02-04,600519,1030.0315366276782,1053.382300822558,1072.6535312467545,1025.9824471388658,6262418.0,0
2020-02-05,600519,1065.5498654769083,1065.5397173829515,1069.6091030596776,1048.32855003201,4741824.0,0
2020-02-06,600519,1075.1195180782868,1086.8608627864467,1090.9201003692158,1067.5997804562069,4717121.0,0
2020-02-07,600519,1085.8562014847112,1091.934909764908,1092.9497191606004,1076.7330650174374,3127871.0,0
2020-02-10,600519,1077.727578225216,1082.2840724118744,1090.5141766109389,1072.856493125893,3053342.0,0
2020-02-11,600519,1078.7423876209082,1114.2607164701385,1115.9655962549016,1078.5394257417697,4791793.0,0
2020-02-12,600519,1105.1274319089077,1113.519905611283,1115.0624158927353,1101.961226594348,2812543.0,0
2020-02-13,600519,1114.2607164701385,1107.1570507002925,1130.3860377676892,1104.1227706071725,3035736.0,0
2020-02-14,600519,1106.5989055326618,1104.1126225132155,1109.70422228348,1099.15020456828,2328760.0,0
2020-02-17,600519,1098.531170836908,1110.0188131961447,1112.4239114639354,1098.429689897339,2702822.0,0
2020-02-18,600519,1106.152389398557,1100.0533849304463,1113.1241299469632,1099.038575534754,2666496.0,0
2020-02-19,600519,1101.0681943261386,1112.7385023766,1117.8125493550615,1093.9645285562926,3705147.0,0
2020-02-20,600519,1112.9414642557385,1134.5569043839844,1140.645760758138,1111.6323601352956,4680262.0,0
2020-02-21,600519,1127.9200509361567,1129.36108027804,1140.1789484361198,1126.448577312403,2894008.0,0
2020-02-24,600519,1121.8717869378306,1103.2804788087478,1126.4384292184461,1101.5755990239848,3865036.0,0
2020-02-25,600519,1093.9645285562926,1090.7272865840341,1098.115098984674,1083.6946574718868,3838562.0000000005,0
2020-02-26,600519,1077.727578225216,1089.6008481548158,1100.0533849304463,1070.62391245537,4356097.0,0
2020-02-27,600519,1091.934909764908,1103.4935887818433,1111.2061401891046,1091.934909764908,3449829.0,0
2020-02-28,600519,1086.1504962094618,1072.6535312467545,1098.0237661390618,1065.5194211950377,4994657.0,0
2020-03-02,600519,1065.6614945104345,1102.093151815788,1112.7892428463847,1065.5600135708653,4766304.0,0
2020-03-03,600519,1114.2607164701385,1129.482857405523,1135.4499366521936,1114.2607164701385,5025015.0,0
2020-03-04,600519,1141.6605701538303,1145.6386229849445,1155.8679016935225,1132.7708398475659,5379299.0,0
2020-03-05,600519,1153.1380644191104,1188.341802355676,1192.3908918444881,1147.3029103938795,6242645.0,0
2020-03-06,600519,1180.2233271901375,1172.6122567224454,1193.4158493341374,1169.0401276496084,3064100.0,0
2020-03-09,600519,1151.8086641107534,1130.507814895172,1151.8086641107534,1127.7678295268029,4340409.0,0
2020-03-10,600519,1129.482857405523,1173.1196614202915,1185.2973741685992,1129.482857405523,5806293.0,0
2020-03-11,600519,1172.6122567224454,1175.676981097436,1186.900773013793,1157.897520484907,3554757.0,0
2020-03-12,600519,1158.1207785519593,1155.3604969956764,1170.0752332332147,1141.7620510933996,3663063.0,0
2020-03-13,600519,1106.1422413046002,1128.4984922917013,1145.699511548686,1095.9941473476772,7588531.0,0
2020-03-16,600519,1120.3292766563784,1082.8016252036773,1124.358069957277,1077.727578225216,5123254.0,0
2020-03-17,600519,1070.62391245537,1060.577299438016,1093.9645285562926,1026.094076172392,7935912.0,0
2020-03-18,600519,1055.4017715199855,1022.9177227638752,1075.6979594338313,1022.9177227638752,7345988.0,0
2020-03-19,600519,1008.710391224183,1010.7501581095245,1030.0315366276782,974.3185008041712,10226507.0,0
2020-03-20,600519,1025.9722990449088,1050.6118711723177,1058.4461997070623,1025.9722990449088,6013919.0,0
2020-03-23,600519,1014.8093956922937,1034.0907742104473,1050.6118711723177,1006.203812016823,4847210.0,0
2020-03-24,600519,1058.4461997070623,1071.6387218510622,1074.561372910656,1050.327724541524,4665096.0,0
2020-03-25,600519,1104.0923263253017,1096.0956282872464,1107.5223820827416,1090.108252852662,3704866.0000000005,0
2020-03-26,600519,1089.2253686784095,1080.6908216606375,1107.360012579431,1077.727578225216,3004856.0,0
2020-03-27,600519,1101.0681943261386,1091.427505067062,1108.1718600959846,1090.9302484631726,3626112.0000000005,0
2020-03-30,600519,1075.9516617827544,1087.8756721821387,1092.9497191606004,1072.6535312467545,3068741.0,0
2020-03-31,600519,1098.0237661390618,1127.4532386141382,1131.5124761969075,1097.8208042599233,4798437.0,0
2020-04-01,600519,1133.542094988292,1119.3347634486,1145.7198077365995,1119.3347634486,3320535.0,0
2020-04-02,600519,1120.3495728442922,1161.9567580676762,1161.9567580676762,1120.2277957168094,4520561.0,0
2020-04-03,600519,1155.8983459753933,1156.6696011161193,1164.9605938789255,1148.7439397357628,2761761.0,0
2020-04-07,600519,1179.1577773246606,1177.1281585332763,1183.7751600750607,1165.9043666169193,4348800.0,0
2020-04-08,600519,1169.0604238375224,1176.9353447480946,1183.582346289879,1169.0604238375224,2422442.0,0
2020-04-09,600519,1183.2677553772144,1175.6566849095223,1186.3121835642912,1164.9605938789255,2281697.0,0
2020-04-10,600519,1175.027503084193,1182.2529459815223,1198.997301010445,1170.5826379310608,2780434.0,0
2020-04-13,600519,1182.2529459815223,1179.512960613153,1187.3066967720697,1165.5085909525992,1598147.0,0
